SMILES,Molecule_id,Activity Value [nM],Molecules,MW,HBA,HBD,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,Murcko_SMILES,Scaffold,Source
CC12CCC(C1)C(C)(C)C2NS(=O)(=O)c1ccc(F)cc1,CHEMBL311039,5000.0,<rdkit.Chem.rdchem.Mol object at 0x000002600619EF10>,311.135528164,2,1,3.3188000000000013,46.17,0.625,3,5,3,O=S(=O)(NC1CC2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006500EB0>,ChEMBL
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1cccs1,CHEMBL450926,2700.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064EBF40>,299.101370912,3,1,3.241200000000002,46.17,0.7142857142857143,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9850>,ChEMBL
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(F)cc1,CHEMBL310242,1800.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E8F20>,311.135528164,2,1,3.3188000000000013,46.17,0.625,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C98C0>,ChEMBL
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL74874,11000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064EBED0>,327.105977624,2,1,3.8331000000000026,46.17,0.625,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9930>,ChEMBL
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Br)cc1,CHEMBL75183,10000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064EBE60>,371.05546204399997,2,1,3.9422000000000033,46.17,0.625,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C99A0>,ChEMBL
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL563,305000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064EB8B0>,244.089957876,1,1,3.6808000000000023,37.3,0.13333333333333333,2,3,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9A10>,ChEMBL
CC(C(=O)O)c1ccc(-c2ccc(Cl)c(Cl)c2)c(F)c1,CHEMBL196279,75000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E9C40>,312.012013172,1,1,4.987600000000002,37.3,0.13333333333333333,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9A80>,ChEMBL
CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,CHEMBL195970,77000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E93F0>,312.012013172,1,1,4.987600000000002,37.3,0.13333333333333333,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9AF0>,ChEMBL
CC(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,CHEMBL264006,21000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E9380>,326.168208196,1,1,5.728500000000004,37.3,0.38095238095238093,3,3,4,c1ccc(-c2ccc(C3CCCCC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9B60>,ChEMBL
CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,CHEMBL193971,129000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E9310>,312.077342504,1,1,4.699600000000003,37.3,0.1875,2,6,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9BD0>,ChEMBL
CC(C(=O)O)c1ccc(-c2csc3ccccc23)c(F)c1,CHEMBL194274,83000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E92A0>,300.062028876,2,1,4.895500000000003,37.3,0.11764705882352941,3,4,3,c1ccc(-c2csc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9C40>,ChEMBL
COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,CHEMBL196321,67000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E9230>,274.10052256,2,1,3.689400000000002,46.53,0.1875,2,4,4,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9CB0>,ChEMBL
CC(C(=O)O)c1ccc(-c2ccc3c(c2)OCO3)c(F)c1,CHEMBL196322,210000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E91C0>,288.07978711600003,3,1,3.4095000000000013,55.760000000000005,0.1875,3,5,3,c1ccc(-c2ccc3c(c2)OCO3)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9D20>,ChEMBL
CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,CHEMBL380778,41000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E9150>,342.163122816,2,1,5.392300000000004,46.53,0.38095238095238093,3,4,5,c1ccc(-c2ccc(OC3CCCCC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9D90>,ChEMBL
CC(C(=O)O)c1ccc(-c2ccc(-c3ccc(O)cc3)cc2)c(F)c1,CHEMBL197202,35000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E9070>,336.116172624,2,2,5.053400000000004,57.53,0.09523809523809523,3,4,4,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9E00>,ChEMBL
O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,CHEMBL196246,111000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E8F90>,324.077342504,1,1,4.627700000000002,37.3,0.23529411764705882,3,6,3,c1ccc(-c2ccc(C3CC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9E70>,ChEMBL
O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,CHEMBL196945,41000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E90E0>,324.012013172,1,1,4.915700000000002,37.3,0.1875,3,5,3,c1ccc(-c2ccc(C3CC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9EE0>,ChEMBL
O=C(O)C1(c2ccc(-c3csc4ccccc34)c(F)c2)CC1,CHEMBL196946,96300.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E8E40>,312.062028876,2,1,4.823600000000002,37.3,0.16666666666666666,4,4,3,c1ccc2c(-c3ccc(C4CC4)cc3)csc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9F50>,ChEMBL
CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,CHEMBL372751,46000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E9000>,366.199508324,1,1,6.292700000000005,37.3,0.4583333333333333,4,3,4,c1cc(C2CCCCC2)ccc1-c1ccc(C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065C9FC0>,ChEMBL
CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,CHEMBL194692,70600.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E8820>,326.092992568,1,1,4.873700000000003,37.3,0.23529411764705882,2,6,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA030>,ChEMBL
O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,CHEMBL196947,31600.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E8DD0>,348.116172624,2,2,4.981500000000002,57.53,0.13636363636363635,4,4,4,c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA0A0>,ChEMBL
O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)c(F)c3)c(F)c2)CC1,CHEMBL372846,33600.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064E8A50>,366.106750812,2,2,5.120600000000003,57.53,0.13636363636363635,4,5,4,c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA110>,ChEMBL
O=C(O)C1(c2ccc(-c3ccc(-c4ccc(F)cc4)c(F)c3)c(F)c2)CC1,CHEMBL427548,57900.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006347CA0>,368.10241438,1,1,5.554100000000003,37.3,0.13636363636363635,4,5,4,c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA180>,ChEMBL
CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,CHEMBL197140,11000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006347F40>,410.225723072,2,1,6.592600000000005,46.53,0.5,4,4,5,c1cc(-c2ccc(C3CC3)cc2)ccc1OC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA1F0>,ChEMBL
O=C(O)C1(c2ccc(-c3ccc(OC4CCC(C(F)(F)F)CC4)cc3)c(F)c2)CC1,CHEMBL436483,17700.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006E39850>,422.15050744399997,2,1,6.108800000000004,46.53,0.43478260869565216,4,7,5,c1cc(-c2ccc(C3CC3)cc2)ccc1OC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA260>,ChEMBL
CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,CHEMBL196070,114000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006485E70>,336.0998092640001,3,1,4.176400000000002,54.46,0.1875,3,8,3,c1ccc(-c2ccc(Cc3nnn[nH]3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA2D0>,ChEMBL
CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,CHEMBL193900,64000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064865E0>,311.027997584,1,1,4.388300000000002,43.09,0.13333333333333333,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA340>,ChEMBL
CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,CHEMBL194020,20000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486500>,368.074613428,2,0,6.2447000000000035,26.3,0.3157894736842105,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA3B0>,ChEMBL
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL190083,280000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486490>,244.089957876,1,1,3.6808000000000023,37.3,0.13333333333333333,2,3,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA420>,ChEMBL
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,CHEMBL200116,6700.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486420>,622.409420828,5,4,4.937600000000004,127.84,0.5555555555555556,2,9,18,O=C(CCCCNC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA490>,ChEMBL
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,CHEMBL199946,5.2,<rdkit.Chem.rdchem.Mol object at 0x00000260064863B0>,655.409755176,5,4,5.1006000000000045,133.63,0.4358974358974359,3,9,18,O=C(CCC[C@H](Cc1ccccc1)NC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA500>,ChEMBL
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,CHEMBL202877,6000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486030>,526.331919456,4,3,5.224600000000004,104.53,0.5,2,8,14,O=C(CCCCNC(=O)c1ccccc1)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA570>,ChEMBL
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,CHEMBL425031,20000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486340>,527.315935044,4,3,5.258200000000005,98.74000000000001,0.5,2,8,14,O=C(CCCCNC(=O)c1ccccc1)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA5E0>,ChEMBL
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,CHEMBL200014,9900.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486110>,621.4254052399999,5,4,4.904000000000005,133.63,0.5555555555555556,2,9,18,O=C(CCCCNC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA650>,ChEMBL
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,CHEMBL202507,740.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006485F50>,621.4254052399999,5,4,4.904000000000005,133.63,0.5555555555555556,2,9,18,O=C(CCCCNC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA6C0>,ChEMBL
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,CHEMBL200077,180.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486180>,560.3162693920001,4,3,5.421200000000004,104.53,0.36363636363636365,3,8,14,O=C(CCC[C@H](Cc1ccccc1)NC(=O)c1ccccc1)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA730>,ChEMBL
CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,CHEMBL204357,200.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006484C10>,523.304621412,5,3,5.0602000000000045,107.97,0.5,3,8,12,O=C1CCCCCN1Cc1cccc(Oc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA7A0>,ChEMBL
CCC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1=O,CHEMBL206766,6800.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006486E30>,431.27840666400004,4,3,3.267900000000001,98.74000000000001,0.625,2,7,10,O=C1CCCCCN1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA810>,ChEMBL
CCC[C@H](C(=O)NC/C=C/Cc1ccccc1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,CHEMBL204443,3000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006485BD0>,637.387957112,4,2,7.469900000000009,87.74000000000001,0.425,4,7,16,O=C(CCC(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)NC/C=C/Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA880>,ChEMBL
CCC[C@H](C(=O)NC1CCCC1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,CHEMBL381336,6000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064859A0>,575.372307048,4,2,6.613600000000007,87.74000000000001,0.5714285714285714,4,7,13,O=C(CCC(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)NC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA8F0>,ChEMBL
CCC[C@H](C(=O)NCc1ccco1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,CHEMBL205400,3000.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006485690>,587.3359215400001,5,2,6.464200000000007,100.88,0.45714285714285713,4,8,14,O=C(CCC(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)NCc1ccco1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA960>,ChEMBL
CCCCNC(=O)[C@@H](CCC)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O,CHEMBL205714,5000.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064858C0>,563.372307048,4,2,6.471100000000007,87.74000000000001,0.5588235294117647,3,7,15,O=C1CCCCCN1Cc1cccc(Oc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CA9D0>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(NN3CCCCC3)c2)C1=O,CHEMBL208230,74.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006484B30>,513.367890364,5,3,4.060600000000002,107.76999999999998,0.6896551724137931,3,8,12,O=C1CCCCCN1Cc1cccc(NN2CCCCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAA40>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(C(F)(F)F)cc3)c2)C1=O,CHEMBL424684,30.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064849E0>,574.3130758320001,4,3,6.0102000000000055,104.53,0.5161290322580645,3,10,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAAB0>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(OC)cc3)c2)C1=O,CHEMBL274414,160.0,<rdkit.Chem.rdchem.Mol object at 0x00000260064846D0>,536.336255888,5,3,5.000000000000004,113.75999999999999,0.5161290322580645,3,8,13,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAB20>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(F)c(Cl)c3)c2)C1=O,CHEMBL208504,17.0,<rdkit.Chem.rdchem.Mol object at 0x0000026006484120>,558.27729704,4,3,5.783900000000005,104.53,0.5,3,9,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAB90>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc4c(c3)OCO4)c2)C1=O,CHEMBL205970,152.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E9D0>,550.315520444,6,3,4.720100000000003,122.99000000000001,0.5161290322580645,4,9,12,O=C1CCCCCN1Cc1cccc(Nc2ccc3c(c2)OCO3)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAC00>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(OC)c3)c2)C1=O,CHEMBL410532,54.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E880>,536.336255888,5,3,5.000000000000004,113.75999999999999,0.5161290322580645,3,8,13,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAC70>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(C)c3)c2)C1=O,CHEMBL208350,17.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E650>,520.3413412680001,4,3,5.299820000000004,104.53,0.5161290322580645,3,7,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CACE0>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3Cl)c2)C1=O,CHEMBL382880,29.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E810>,540.286718852,4,3,5.6448000000000045,104.53,0.5,3,8,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAD50>,ChEMBL
CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3)c2)C1=O,CHEMBL205907,15.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E5E0>,506.325691204,4,3,4.991400000000003,104.53,0.5,3,7,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CADC0>,ChEMBL
CN1CCCC1CCNC(=O)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,CHEMBL231446,530.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E030>,505.18020518399993,5,1,4.450700000000004,78.95000000000002,0.48,4,9,8,O=C(NCCC1CCCN1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAE30>,ChEMBL
O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,CHEMBL396543,16.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E570>,559.227155376,5,0,5.711400000000006,70.16,0.5517241379310345,5,9,6,O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAEA0>,ChEMBL
O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,CHEMBL231548,180.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E490>,545.2115053120001,5,0,5.321300000000006,70.16,0.5357142857142857,5,9,6,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAF10>,ChEMBL
O=C(NC1CCN(Cc2ccccc2)CC1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,CHEMBL231547,140.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E420>,567.195855248,5,1,5.625200000000006,78.95000000000002,0.36666666666666664,5,9,8,O=C(NC1CCN(Cc2ccccc2)CC1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAF80>,ChEMBL
O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,CHEMBL231449,120.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E3B0>,545.2115053120001,5,0,5.321300000000005,70.16,0.5357142857142857,5,9,6,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1)N1CCN(C2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CAFF0>,ChEMBL
O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,CHEMBL231448,540.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E2D0>,507.15946974,6,1,2.980900000000002,90.39,0.4583333333333333,4,10,7,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CB060>,ChEMBL
CN1CCN(C(=O)OC[C@H]2CC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,CHEMBL396542,450.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E180>,477.14890505599993,5,0,3.618400000000003,70.16,0.43478260869565216,4,9,5,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CB0D0>,ChEMBL
O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,CHEMBL231351,650.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E1F0>,502.14415402399993,6,1,4.247400000000004,93.53,0.3333333333333333,4,10,9,O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CB140>,ChEMBL
CN1CCCC1CCNC(=O)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,CHEMBL395313,600.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659DF50>,505.18020518399993,5,1,4.444900000000004,78.95000000000002,0.48,4,9,8,O=C(NCCC1CCCN1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CB1B0>,ChEMBL
O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,CHEMBL231250,73.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E0A0>,531.195855248,5,0,4.937000000000005,70.16,0.5185185185185185,5,9,5,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccccc1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CB220>,ChEMBL
O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,CHEMBL231248,60.0,<rdkit.Chem.rdchem.Mol object at 0x000002600659E110>,559.227155376,5,0,5.717200000000006,70.16,0.5517241379310345,5,9,7,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccccc1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000260065CB290>,ChEMBL
