Molecule_id,Activity Value [nM],SMILES,Molecules,MW,HBA,HBD,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,Murcko_SMILES,Scaffold,Source
44313410,10000.0,CC1([C@H]2CCC(C2)([C@H]1NS(=O)(=O)C3=CC=C(C=C3)Br)C)C,<rdkit.Chem.rdchem.Mol object at 0x000002607F9104A0>,371.05546204399997,2,1,3.9422000000000033,46.17,0.625,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000002600619EEA0>,PubChem
44313421,11000.0,CC1([C@H]2CCC(C2)([C@H]1NS(=O)(=O)C3=CC=C(C=C3)Cl)C)C,<rdkit.Chem.rdchem.Mol object at 0x000002607F910200>,327.105977624,2,1,3.8331000000000026,46.17,0.625,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CC80>,PubChem
44313381,2700.0,CC1([C@H]2CCC(C2)([C@H]1NS(=O)(=O)C3=CC=CS3)C)C,<rdkit.Chem.rdchem.Mol object at 0x000002607F9106D0>,299.101370912,3,1,3.241200000000002,46.17,0.7142857142857143,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CCF0>,PubChem
3743359,5000.0,CC1(C2CCC(C2)(C1NS(=O)(=O)C3=CC=C(C=C3)F)C)C,<rdkit.Chem.rdchem.Mol object at 0x000002607F9105F0>,311.135528164,2,1,3.318800000000002,46.17,0.625,3,5,3,O=S(=O)(NC1CC2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CD60>,PubChem
44313401,1800.0,CC1([C@H]2CCC(C2)([C@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C)C,<rdkit.Chem.rdchem.Mol object at 0x000002607F910430>,311.135528164,2,1,3.318800000000002,46.17,0.625,3,5,3,O=S(=O)(N[C@H]1C[C@H]2CCC1C2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CDD0>,PubChem
9996409,14000.0,C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)Cl)Cl)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F9103C0>,324.01201317199997,1,1,4.915700000000002,37.3,0.1875,3,5,3,c1ccc(-c2ccc(C3CC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CE40>,PubChem
11609939,409000.0,C1CC1(C2=CC(=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)O)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F910350>,348.11617262399994,2,2,4.981500000000004,57.53,0.13636363636363635,4,4,4,c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CEB0>,PubChem
10471478,111000.0,C1CC1(C2=CC(=C(C=C2)C3=CC=C(C=C3)C(F)(F)F)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F887D80>,324.07734250399994,1,1,4.627700000000002,37.3,0.23529411764705882,3,6,3,c1ccc(-c2ccc(C3CC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CF20>,PubChem
11645550,70600.0,CC(C)(C1=CC(=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F887990>,326.09299256799994,1,1,4.873700000000002,37.3,0.23529411764705882,2,6,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8CF90>,PubChem
11565868,94000.0,CC(C1=CC(=C(C=C1)C2=CC(=CC(=C2)Cl)Cl)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F887760>,312.01201317199997,1,1,4.987600000000002,37.3,0.13333333333333333,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D000>,PubChem
9976141,111000.0,C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)C4=CC=C(C=C4)O)F)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F8873E0>,366.1067508119999,2,2,5.120600000000003,57.53,0.13636363636363635,4,5,4,c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D070>,PubChem
11508700,81000.0,C1COCCC1OC2=CC=C(C=C2)C3=C(C=C(C=C3)C4(CC4)C(=O)O)F,<rdkit.Chem.rdchem.Mol object at 0x000002607F887D10>,356.142387372,3,1,4.166700000000003,55.760000000000005,0.38095238095238093,4,5,5,c1cc(-c2ccc(C3CC3)cc2)ccc1OC1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D0E0>,PubChem
11530779,20000.0,CC(C1=CC(=C(C=C1)C2=CC(=CC(=C2)Cl)Cl)F)C(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002607F887DF0>,368.07461342799996,2,0,6.244700000000004,26.3,0.3157894736842105,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D150>,PubChem
11516139,101000.0,CC1(CCC(CC1)C2=CC=C(C=C2)C3=C(C=C(C=C3)C4(CC4)C(=O)O)F)C,<rdkit.Chem.rdchem.Mol object at 0x000002607F887CA0>,366.19950832399996,1,1,6.292700000000006,37.3,0.4583333333333333,4,3,4,c1cc(C2CCCCC2)ccc1-c1ccc(C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D1C0>,PubChem
11565846,12000.0,CC(C1=CC(=C(C=C1)C2=CC(=CC(=C2)Cl)Cl)F)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x000002607F887C30>,311.027997584,1,1,4.388300000000003,43.09,0.13333333333333333,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D230>,PubChem
11580454,75000.0,CC(C1=CC(=C(C=C1)C2=CC(=C(C=C2)Cl)Cl)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F8877D0>,312.01201317199997,1,1,4.987600000000002,37.3,0.13333333333333333,2,5,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D2A0>,PubChem
11602469,35000.0,CC(C1=CC(=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)O)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002607F886E30>,336.116172624,2,2,5.053400000000004,57.53,0.09523809523809523,3,4,4,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D310>,PubChem
11523521,57900.0,C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)C4=CC=C(C=C4)F)F)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F03CA0>,368.10241437999997,1,1,5.554100000000003,37.3,0.13636363636363635,4,5,4,c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D380>,PubChem
10364928,17700.0,C1CC(CCC1C(F)(F)F)OC2=CC=C(C=C2)C3=C(C=C(C=C3)C4(CC4)C(=O)O)F,<rdkit.Chem.rdchem.Mol object at 0x0000026005F03C30>,422.15050744399997,2,1,6.108800000000006,46.53,0.43478260869565216,4,7,5,c1cc(-c2ccc(C3CC3)cc2)ccc1OC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D3F0>,PubChem
10042056,46000.0,CC(C1=CC(=C(C=C1)C2=CC=C(C=C2)C3CCCCC3)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F03BC0>,326.16820819599997,1,1,5.728500000000004,37.3,0.38095238095238093,3,3,4,c1ccc(-c2ccc(C3CCCCC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D460>,PubChem
3394,305000.0,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F03E60>,244.089957876,1,1,3.6808000000000023,37.3,0.13333333333333333,2,3,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D4D0>,PubChem
92337,280000.0,C[C@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F03B50>,244.089957876,1,1,3.6808000000000023,37.3,0.13333333333333333,2,3,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D540>,PubChem
11573705,41000.0,CC(C1=CC(=C(C=C1)C2=CC=C(C=C2)OC3CCCCC3)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F02DC0>,342.163122816,2,1,5.392300000000004,46.53,0.38095238095238093,3,4,5,c1ccc(-c2ccc(OC3CCCCC3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D5B0>,PubChem
11709395,96300.0,C1CC1(C2=CC(=C(C=C2)C3=CSC4=CC=CC=C43)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20120>,312.062028876,2,1,4.8236000000000026,37.3,0.16666666666666666,4,4,3,c1ccc2c(-c3ccc(C4CC4)cc3)csc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D620>,PubChem
11582291,11000.0,CC1(CC(CC(C1)(C)C)OC2=CC=C(C=C2)C3=C(C=C(C=C3)C4(CC4)C(=O)O)F)C,<rdkit.Chem.rdchem.Mol object at 0x0000026005F205F0>,410.225723072,2,1,6.592600000000007,46.53,0.5,4,4,5,c1cc(-c2ccc(C3CC3)cc2)ccc1OC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D690>,PubChem
11566215,114000.0,CC(C1=CC(=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)F)C3=NNN=N3,<rdkit.Chem.rdchem.Mol object at 0x0000026005F207B0>,336.0998092640001,3,1,4.176400000000002,54.46,0.1875,3,8,3,c1ccc(-c2ccc(Cc3nn[nH]n3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D700>,PubChem
9972775,129000.0,CC(C1=CC(=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20BA0>,312.07734250399994,1,1,4.699600000000002,37.3,0.1875,2,6,3,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D770>,PubChem
11673829,83000.0,CC(C1=CC(=C(C=C1)C2=CSC3=CC=CC=C32)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20B30>,300.062028876,2,1,4.895500000000003,37.3,0.11764705882352941,3,4,3,c1ccc(-c2csc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D7E0>,PubChem
11644770,67000.0,CC(C1=CC(=C(C=C1)C2=CC=C(C=C2)OC)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20040>,274.10052256,2,1,3.6894000000000027,46.53,0.1875,2,4,4,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D850>,PubChem
11529378,210000.0,CC(C1=CC(=C(C=C1)C2=CC3=C(C=C2)OCO3)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F200B0>,288.079787116,3,1,3.409500000000003,55.760000000000005,0.1875,3,5,3,c1ccc(-c2ccc3c(c2)OCO3)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D8C0>,PubChem
5494423,180.0,CCCN(CCC)C(=O)C1=CC=CC(=C1)C(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@@H](C)C(=O)NC3=CC=C(C=C3)F)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20190>,560.316269392,4,3,5.421200000000004,104.53,0.36363636363636365,3,8,14,O=C(CCC[C@H](Cc1ccccc1)NC(=O)c1ccccc1)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D930>,PubChem
44410504,152.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC4=C(C=C3)OCO4)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20200>,550.315520444,6,3,4.720100000000003,122.99,0.5161290322580645,4,9,12,O=C1CCCCCN1Cc1cccc(Nc2ccc3c(c2)OCO3)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8D9A0>,PubChem
44410509,6000.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)NC4CCCC4,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20270>,575.372307048,4,2,6.613600000000007,87.74000000000001,0.5714285714285714,4,7,13,O=C(CCC(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)NC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DA10>,PubChem
44410629,17.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC=CC(=C3)C)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F202E0>,520.3413412680001,4,3,5.299820000000004,104.53,0.5161290322580645,3,7,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DA80>,PubChem
44410681,6800.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC=CC=C2)C(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20350>,431.278406664,4,3,3.267900000000001,98.74000000000001,0.625,2,7,10,O=C1CCCCCN1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DAF0>,PubChem
11657376,740.0,CCCN(CCC)C(=O)C1=CC=CC(=C1)C(=O)N[C@@H](CC(C)C)[C@H](C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC2=CC=CC=C2)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F203C0>,621.4254052399999,5,4,4.904000000000003,133.63000000000002,0.5555555555555556,2,9,18,O=C(CCCCNC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DB60>,PubChem
11512035,6000.0,CCCN(CCC)C(=O)C1=CC=CC(=C1)C(=O)N[C@@H](CC(C)C)[C@H](C[C@@H](C)C(=O)NC2=CC=C(C=C2)F)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20430>,526.331919456,4,3,5.224600000000004,104.53,0.5,2,8,14,O=C(CCCCNC(=O)c1ccccc1)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DBD0>,PubChem
44410472,30.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC=C(C=C3)C(F)(F)F)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20510>,574.313075832,4,3,6.010200000000005,104.53,0.5161290322580645,3,10,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DC40>,PubChem
44410474,74.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NN3CCCCC3)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20580>,513.367890364,5,3,4.060600000000002,107.77,0.6896551724137931,3,8,12,O=C1CCCCCN1Cc1cccc(NN2CCCCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DCB0>,PubChem
44410511,160.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC=C(C=C3)OC)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F206D0>,536.336255888,5,3,5.0000000000000036,113.76,0.5161290322580645,3,8,13,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DD20>,PubChem
11962185,15.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC=CC=C3)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20740>,506.325691204,4,3,4.991400000000004,104.53,0.5,3,7,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DD90>,PubChem
44410625,29.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC=CC=C3Cl)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20890>,540.286718852,4,3,5.6448000000000045,104.53,0.5,3,8,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DE00>,PubChem
44410738,54.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC(=CC=C3)OC)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20900>,536.336255888,5,3,5.0000000000000036,113.76,0.5161290322580645,3,8,13,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DE70>,PubChem
44425695,1900.0,CN1CCN(CC1)C(=O)OCCC2CCC3=CC=CC=C3N2S(=O)(=O)C4=CC=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20820>,477.14890505599993,5,0,3.6242000000000028,70.16,0.43478260869565216,4,9,5,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccccc1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DEE0>,PubChem
44425715,360.0,C1CCN(CC1)C2CCN(CC2)C(=O)OCCC3CCC4=CC=CC=C4N3S(=O)(=O)C5=CC=C(C=C5)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20970>,545.211505312,5,0,5.327100000000007,70.16,0.5357142857142857,5,9,6,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccccc1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DF50>,PubChem
11512869,9900.0,CCCN(CCC)C(=O)C1=CC=CC(=C1)C(=O)N[C@@H](CC(C)C)[C@@H](C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC2=CC=CC=C2)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F209E0>,621.4254052399999,5,4,4.904000000000003,133.63000000000002,0.5555555555555556,2,9,18,O=C(CCCCNC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8DFC0>,PubChem
11621627,5.2,CCCN(CCC)C(=O)C1=CC=CC(=C1)C(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC3=CC=CC=C3)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20A50>,655.409755176,5,4,5.100600000000003,133.63000000000002,0.4358974358974359,3,9,18,O=C(CCC[C@H](Cc1ccccc1)NC(=O)c1ccccc1)NCC(=O)NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E030>,PubChem
44410506,17.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)NC3=CC(=C(C=C3)F)Cl)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20AC0>,558.27729704,4,3,5.7839000000000045,104.53,0.5,3,9,12,O=C1CCCCCN1Cc1cccc(Nc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E0A0>,PubChem
44410645,3000.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)NC/C=C/CC4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20D60>,637.387957112,4,2,7.469900000000008,87.74000000000001,0.425,4,7,16,O=C(CCC(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O)NC/C=C/Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E110>,PubChem
9849669,200.0,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(C1=O)CC2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20DD0>,523.304621412,5,3,5.060200000000004,107.97000000000001,0.5,3,8,12,O=C1CCCCCN1Cc1cccc(Oc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E180>,PubChem
44425707,680.0,C1CC2=CC=CC=C2N(C1CCCOC(=O)N3CCN(CC3)CCO)S(=O)(=O)C4=CC=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20E40>,521.1751198039999,6,1,3.376800000000002,90.38999999999999,0.48,4,10,8,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccccc1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E1F0>,PubChem
44425713,190.0,C1CC2=CC=CC=C2N(C1CCCOC(=O)NC3CCN(CC3)CC4=CC=CC=C4)S(=O)(=O)C5=CC=C(C=C5)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20EB0>,581.211505312,5,1,6.021100000000007,78.95,0.3870967741935484,5,9,9,O=C(NC1CCN(Cc2ccccc2)CC1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E260>,PubChem
44425723,120.0,C1CCC(CC1)N2CCN(CC2)C(=O)OC[C@H]3CC[C@H](N3S(=O)(=O)C4=CC=C(C=C4)Cl)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20F20>,545.211505312,5,0,5.321300000000006,70.16,0.5357142857142857,5,9,6,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccccc1)N1CCN(C2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E2D0>,PubChem
11851431,2.4,C1C[C@H](N([C@H](C1)C2(CC2)OC(=O)N3CCN(CC3)CCO)S(=O)(=O)C4=CC=C(C=C4)Cl)C5=CC(=CC(=C5)F)F,<rdkit.Chem.rdchem.Mol object at 0x0000026005F20F90>,583.1719262439999,6,1,4.1818000000000035,90.38999999999999,0.5185185185185185,5,12,7,O=C(OC1([C@H]2CCC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccccc2)CC1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E340>,PubChem
11354073,0.3,C1CCN(CC1)C2CCN(CC2)C(=O)OC3(CC3)[C@H]4CCC[C@H](N4S(=O)(=O)C5=CC=C(C=C5)Cl)C6=CC(=CC(=C6)F)F,<rdkit.Chem.rdchem.Mol object at 0x0000026005F210E0>,621.223961816,5,0,6.522200000000009,70.16,0.5806451612903226,6,11,6,O=C(OC1([C@H]2CCC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccccc2)CC1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E3B0>,PubChem
44435363,2.5,CCC[C@@H]1CCC[C@@H](N1S(=O)(=O)C2=CC=C(C=C2)Cl)C3(CC3)OC(=O)N4CCC(CC4)N5CCCCC5,<rdkit.Chem.rdchem.Mol object at 0x0000026005F21150>,551.258455504,5,0,5.671400000000006,70.16,0.75,5,9,7,O=C(OC1([C@H]2CCCCN2S(=O)(=O)c2ccccc2)CC1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E420>,PubChem
44435365,3.5,C1CCN(CC1)C2CCN(CC2)C(=O)OC3(CC3)[C@H]4CCC[C@H](N4S(=O)(=O)C5=CC=C(C=C5)Cl)CC(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000026005F21000>,591.214540004,5,0,5.823700000000007,70.16,0.7407407407407407,5,12,6,O=C(OC1([C@H]2CCCCN2S(=O)(=O)c2ccccc2)CC1)N1CCC(N2CCCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E490>,PubChem
44435366,27.0,C1C[C@H](N([C@H](C1)C2(CC2)OC(=O)N3CCN(CC3)CCO)S(=O)(=O)C4=CC=C(C=C4)Cl)C5CC5,<rdkit.Chem.rdchem.Mol object at 0x0000026005F21070>,511.19076986799996,6,1,2.940900000000001,90.38999999999999,0.7083333333333334,5,10,7,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccccc2)CC1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E500>,PubChem
44435367,12.0,CC[C@@H]1CCC[C@@H](N1S(=O)(=O)C2=CC=C(C=C2)Cl)C3(CC3)OC(=O)N4CCN(CC4)CCO,<rdkit.Chem.rdchem.Mol object at 0x0000026005F211C0>,499.19076986799996,6,1,2.9409000000000014,90.39,0.6956521739130435,4,10,7,O=C(OC1([C@H]2CCCCN2S(=O)(=O)c2ccccc2)CC1)N1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E570>,PubChem
44435369,17.0,C1C[C@H](N([C@H](C1)C2(CC2)OC(=O)N3CC[C@H](C3)O)S(=O)(=O)C4=CC=C(C=C4)Cl)C5=CC(=CC(=C5)F)F,<rdkit.Chem.rdchem.Mol object at 0x0000026005F21230>,540.1297270839999,5,1,4.638500000000005,87.15,0.48,5,11,5,O=C(OC1([C@H]2CCC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccccc2)CC1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E5E0>,PubChem
44435372,56.0,CC[C@@H]1CCC[C@@H](N1S(=O)(=O)C2=CC=C(C=C2)Cl)C3(CC3)OC(=O)N4CC[C@H](C4)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F212A0>,456.14857070799997,5,1,3.397600000000003,87.15,0.6666666666666666,4,9,5,O=C(OC1([C@H]2CCCCN2S(=O)(=O)c2ccccc2)CC1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E650>,PubChem
44435379,28.0,CCCC1(CCN(C1)C(=O)OC2(CC2)[C@H]3CCC[C@H](N3S(=O)(=O)C4=CC=C(C=C4)Cl)CC)O,<rdkit.Chem.rdchem.Mol object at 0x0000026005F21310>,498.19552089999996,5,1,4.567900000000005,87.15,0.7083333333333334,4,9,7,O=C(OC1([C@H]2CCCCN2S(=O)(=O)c2ccccc2)CC1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026006E8E6C0>,PubChem
